cardraw,cardnr,access_time,id,first_name,last_name,email,fob_id,company_id_users,site_id_users,employee_id,fob_raw,last_access,companyName,orgName,siteName,doorgroups
7bee8de4,2079231460,2022-11-07 0:43:19,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 0:43:25,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 0:43:27,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 0:47:04,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 0:48:37,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 0:48:42,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 0:48:44,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 0:50:15,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 0:51:24,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 0:51:27,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 0:51:29,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 0:51:59,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 0:52:01,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 0:52:02,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 0:52:04,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 0:53:10,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 0:53:13,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 0:53:21,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 0:53:33,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 1:00:16,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 1:00:18,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
7bee8de4,2079231460,2022-11-07 1:00:20,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-11-09 02:14:24,CCSi Communications,Synergy,"Lake Zurich, IL",All Access
