cardraw,cardnr,access_time,reader,id,first_name,last_name,email,fob_id,company_id_users,site_id_users,employee_id,fob_raw,last_access,companyName,orgName,siteName,doorgroups,doorname
7bee8de4,2079231460,2022-11-07 0:43:19,Reader Entrance,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-12-13 03:49:47,CCSi Communications,Synergy,"Lake Zurich, IL","All Access, IT, testing",Lab Test
7bee8de4,2079231460,2022-11-07 0:43:25,Reader Entrance,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-12-13 03:49:47,CCSi Communications,Synergy,"Lake Zurich, IL","All Access, IT, testing",Lab Test
7bee8de4,2079231460,2022-11-07 0:43:27,Reader Entrance,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-12-13 03:49:47,CCSi Communications,Synergy,"Lake Zurich, IL","All Access, IT, testing",Lab Test
7bee8de4,2079231460,2022-11-07 0:47:04,Reader Entrance,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-12-13 03:49:47,CCSi Communications,Synergy,"Lake Zurich, IL","All Access, IT, testing",Lab Test
7bee8de4,2079231460,2022-11-07 0:48:37,Reader Entrance,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-12-13 03:49:47,CCSi Communications,Synergy,"Lake Zurich, IL","All Access, IT, testing",Lab Test
7bee8de4,2079231460,2022-11-07 0:48:42,Reader Entrance,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-12-13 03:49:47,CCSi Communications,Synergy,"Lake Zurich, IL","All Access, IT, testing",Lab Test
7bee8de4,2079231460,2022-11-07 0:48:44,Reader Entrance,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-12-13 03:49:47,CCSi Communications,Synergy,"Lake Zurich, IL","All Access, IT, testing",Lab Test
7bee8de4,2079231460,2022-11-07 0:50:15,Reader Entrance,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-12-13 03:49:47,CCSi Communications,Synergy,"Lake Zurich, IL","All Access, IT, testing",Lab Test
7bee8de4,2079231460,2022-11-07 0:51:24,Reader Entrance,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-12-13 03:49:47,CCSi Communications,Synergy,"Lake Zurich, IL","All Access, IT, testing",Lab Test
7bee8de4,2079231460,2022-11-07 0:51:27,Reader Entrance,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-12-13 03:49:47,CCSi Communications,Synergy,"Lake Zurich, IL","All Access, IT, testing",Lab Test
7bee8de4,2079231460,2022-11-07 0:51:29,Reader Entrance,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-12-13 03:49:47,CCSi Communications,Synergy,"Lake Zurich, IL","All Access, IT, testing",Lab Test
7bee8de4,2079231460,2022-11-07 0:51:59,Reader Entrance,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-12-13 03:49:47,CCSi Communications,Synergy,"Lake Zurich, IL","All Access, IT, testing",Lab Test
7bee8de4,2079231460,2022-11-07 0:52:01,Reader Entrance,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-12-13 03:49:47,CCSi Communications,Synergy,"Lake Zurich, IL","All Access, IT, testing",Lab Test
7bee8de4,2079231460,2022-11-07 0:52:02,Reader Entrance,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-12-13 03:49:47,CCSi Communications,Synergy,"Lake Zurich, IL","All Access, IT, testing",Lab Test
7bee8de4,2079231460,2022-11-07 0:52:04,Reader Entrance,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-12-13 03:49:47,CCSi Communications,Synergy,"Lake Zurich, IL","All Access, IT, testing",Lab Test
7bee8de4,2079231460,2022-11-07 0:53:10,Reader Entrance,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-12-13 03:49:47,CCSi Communications,Synergy,"Lake Zurich, IL","All Access, IT, testing",Lab Test
7bee8de4,2079231460,2022-11-07 0:53:13,Reader Entrance,161,CCSi,Test,ccsitest@mail.com,2079231460,4,7,2398047283,,2022-12-13 03:49:47,CCSi Communications,Synergy,"Lake Zurich, IL","All Access, IT, testing",Lab Test
